leg,start_s,end_s,duration_s,peak_force_n,peak_forward_slip_mm_s,forward_slip_mm,swing_fraction_start,swing_fraction_end
RR,8.72,8.74,0.02,3.8636959136224616,219.3652728090022,4.3873054561800435,0.36748801016690713,0.36748801016690713
RR,8.76,8.8,0.04,6.437537048734953,478.2952712031324,18.12195039550297,0.4122286345947026,0.4273989465224981
FL,9.04,9.06,0.02,5.022600928596758,105.18859256476519,2.1037718512953036,0.5970879962432623,0.5970879962432623
FL,9.1,9.16,0.06,13.920052412014401,342.642118947066,13.440354377973733,0.6705176808822393,0.727470808266425
FL,9.18,9.2,0.02,10.049557298395388,276.87967868406787,5.537593573681358,0.7908239390838383,0.7908239390838383
FL,9.24,9.26,0.02,16.09172020613208,238.44588134127693,4.768917626825539,0.8795348765838382,0.8795348765838382
RR,9.28,9.3,0.02,4.456651675295697,298.68991971168964,5.973798394233793,0.9351598765838383,0.9351598765838383
RL,9.56,9.58,0.02,5.591370330265042,211.7642010418437,4.2352840208368745,0.3892848994720217,0.3892848994720217
RL,9.64,9.68,0.04,5.009062571246564,805.2865406305696,31.497675639847714,0.45270599150540813,0.46601653838040824
RL,9.74,9.78,0.04,3.6344808033547658,500.8723221676926,18.533571360007446,0.535258722542548,0.5565692689407109
RL,9.84,9.86,0.02,4.093346931977663,424.33613124445935,8.486722624889188,0.6578114631164311,0.6578114631164311
FR,9.92,9.94,0.02,5.007671278075451,491.8921167092918,9.837842334185837,0.7846536710250616,0.7846536710250616
