# time,x,roll,pitch,fl_mm,fr_mm,rl_mm,rr_mm
1.004000000000000092e+01,-1.645173316963726984e-01,9.144136830352721290e+01,-2.894930288759224417e-03,1.816954364215247892e+02,-6.585237765559734946e-01,1.816752744482890023e+02,-6.569139100327074932e-01
1.006000000000000050e+01,-1.645173316956482223e-01,9.144136830351916956e+01,-2.894930472637427012e-03,1.816954364216838371e+02,-6.585237776755674677e-01,1.816752744510764330e+02,-6.569139047715860658e-01
1.008000000000000007e+01,-1.645173316936676122e-01,9.144136830303267516e+01,-2.894930713511965643e-03,1.816954364203694752e+02,-6.585237799291987493e-01,1.816752744556468713e+02,-6.569138963315943602e-01
1.009999999999999964e+01,-1.645173316930397811e-01,9.144136830317155784e+01,-2.894930501417471765e-03,1.816954364174575005e+02,-6.585237800728789281e-01,1.816752744546067788e+02,-6.569138991621321644e-01
1.012000000000000099e+01,-1.645173316924336826e-01,9.144136830359867929e+01,-2.894930399476718184e-03,1.816954364150508354e+02,-6.585237796206018235e-01,1.816752744516218456e+02,-6.569139021615593155e-01
1.014000000000000057e+01,-1.645173316906045069e-01,9.144136830436222851e+01,-2.894930561725559282e-03,1.816954364131179318e+02,-6.585237797962529838e-01,1.816752744514708411e+02,-6.569138987007582253e-01
1.016000000000000014e+01,-1.645173316897493854e-01,9.144136830450040065e+01,-2.894930464954797306e-03,1.816954364116620013e+02,-6.585237795081432255e-01,1.816752744502752819e+02,-6.569139005290145494e-01
1.017999999999999972e+01,-1.645173316894065763e-01,9.144136830552744755e+01,-2.894930332588857916e-03,1.816954364099913448e+02,-6.585237784571124076e-01,1.816752744472313736e+02,-6.569139041799065826e-01
1.020000000000000107e+01,-1.645173316889485815e-01,9.144136830659191162e+01,-2.894930319717153346e-03,1.816954364093170398e+02,-6.585237776626263750e-01,1.816752744448113503e+02,-6.569139057183460695e-01
1.022000000000000064e+01,-1.645173316875997993e-01,9.144136830786149517e+01,-2.894930460207024384e-03,1.816954364087175975e+02,-6.585237776920820352e-01,1.816752744452515174e+02,-6.569139023885444129e-01
1.024000000000000021e+01,-1.645173316869668612e-01,9.144136830823153161e+01,-2.894930373299162835e-03,1.816954364081935580e+02,-6.585237776517288699e-01,1.816752744447784949e+02,-6.569139038196981639e-01
1.025999999999999979e+01,-1.645173316867833690e-01,9.144136830764560386e+01,-2.894930303842209625e-03,1.816954364080872040e+02,-6.585237779175717732e-01,1.816752744437895046e+02,-6.569139059848239093e-01
1.027999999999999936e+01,-1.645173316867549196e-01,9.144136830782655068e+01,-2.894930269866729643e-03,1.816954364082891686e+02,-6.585237774804041377e-01,1.816752744423197896e+02,-6.569139078096419837e-01
1.030000000000000071e+01,-1.645173316864410318e-01,9.144136830728245968e+01,-2.894930318580899928e-03,1.816954364093424488e+02,-6.585237778227899241e-01,1.816752744432762370e+02,-6.569139068039637763e-01
1.032000000000000028e+01,-1.645173316860583101e-01,9.144136830626339929e+01,-2.894930385088684017e-03,1.816954364104897763e+02,-6.585237784612341105e-01,1.816752744445567487e+02,-6.569139055368142799e-01
1.033999999999999986e+01,-1.645173316860024104e-01,9.144136830631279622e+01,-2.894930338309880963e-03,1.816954364109354003e+02,-6.585237781963071413e-01,1.816752744447476573e+02,-6.569139063585492933e-01
1.035999999999999943e+01,-1.645173316859000201e-01,9.144136830560432827e+01,-2.894930317709428196e-03,1.816954364119628451e+02,-6.585237782964423747e-01,1.816752744453956154e+02,-6.569139068037764817e-01
1.038000000000000078e+01,-1.645173316860352730e-01,9.144136830584294273e+01,-2.894930263296498739e-03,1.816954364125780330e+02,-6.585237776963043244e-01,1.816752744446929739e+02,-6.569139084867843259e-01
1.040000000000000036e+01,-1.645173316860029655e-01,9.144136830553721040e+01,-2.894930268230334197e-03,1.816954364134508637e+02,-6.585237778211766591e-01,1.816752744454719277e+02,-6.569139082868435953e-01
1.041999999999999993e+01,-1.645173316854297574e-01,9.144136830474613475e+01,-2.894930384920114431e-03,1.816954364146717182e+02,-6.585237784617996581e-01,1.816752744470988148e+02,-6.569139058004782594e-01
1.043999999999999950e+01,-1.645173316852699685e-01,9.144136830311524022e+01,-2.894930408120670491e-03,1.816954364156685813e+02,-6.585237796048402092e-01,1.816752744490134717e+02,-6.569139049122096896e-01
1.046000000000000085e+01,-1.645173316845834899e-01,9.144136830319499154e+01,-2.894930472179427488e-03,1.816954364153665153e+02,-6.585237797093884682e-01,1.816752744499107166e+02,-6.569139031568083098e-01
1.048000000000000043e+01,-1.645173316837771904e-01,9.144136830440454844e+01,-2.894930416062515589e-03,1.816954364143775535e+02,-6.585237785606302685e-01,1.816752744497209449e+02,-6.569139031486932456e-01
1.050000000000000000e+01,-1.645173316836675281e-01,9.144136830515697056e+01,-2.894930280485806442e-03,1.816954364136188076e+02,-6.585237773978069864e-01,1.816752744478343971e+02,-6.569139061454176698e-01
1.051999999999999957e+01,-1.645173316836556487e-01,9.144136830637062019e+01,-2.894930240286775706e-03,1.816954364129047406e+02,-6.585237763702539437e-01,1.816752744450969601e+02,-6.569139083478469088e-01
1.054000000000000092e+01,-1.645173316842009348e-01,9.144136830668792015e+01,-2.894930150802664613e-03,1.816954364131706257e+02,-6.585237758437306743e-01,1.816752744435615909e+02,-6.569139109077262173e-01
1.056000000000000050e+01,-1.645173316862955926e-01,9.144136830761847534e+01,-2.894929875494646043e-03,1.816954364139575375e+02,-6.585237738208071789e-01,1.816752744387287350e+02,-6.569139195600725012e-01
1.058000000000000007e+01,-1.645173316868953906e-01,9.144136830761429735e+01,-2.894930081860961138e-03,1.816954364162567401e+02,-6.585237741073766138e-01,1.816752744395147374e+02,-6.569139166730936230e-01
1.059999999999999964e+01,-1.645173316872983738e-01,9.144136830785305392e+01,-2.894930197509110615e-03,1.816954364179878212e+02,-6.585237745565762912e-01,1.816752744414397682e+02,-6.569139138724657823e-01
1.062000000000000099e+01,-1.645173316871929858e-01,9.144136830587477505e+01,-2.894930357591993329e-03,1.816954364196294875e+02,-6.585237770659023715e-01,1.816752744462213229e+02,-6.569139087628343976e-01
1.064000000000000057e+01,-1.645173316871079428e-01,9.144136830469285826e+01,-2.894930395045410432e-03,1.816954364196268443e+02,-6.585237785321877979e-01,1.816752744486632878e+02,-6.569139067943013943e-01
1.066000000000000014e+01,-1.645173316856652912e-01,9.144136830572617214e+01,-2.894930517173144573e-03,1.816954364179370884e+02,-6.585237785885558193e-01,1.816752744504077555e+02,-6.569139022669818750e-01
1.067999999999999972e+01,-1.645173316849333212e-01,9.144136830686306894e+01,-2.894930412858106629e-03,1.816954364158517023e+02,-6.585237776405850063e-01,1.816752744495152569e+02,-6.569139032665087807e-01
1.070000000000000107e+01,-1.645173316844155686e-01,9.144136830681810579e+01,-2.894930333692510675e-03,1.816954364145544218e+02,-6.585237772859970917e-01,1.816752744480875776e+02,-6.569139050718042494e-01
1.072000000000000064e+01,-1.645173316842367117e-01,9.144136830628856671e+01,-2.894930307874357938e-03,1.816954364136955462e+02,-6.585237775530508042e-01,1.816752744468190315e+02,-6.569139064166242825e-01
1.074000000000000021e+01,-1.645173316847632627e-01,9.144136830655939718e+01,-2.894930187216039966e-03,1.816954364131248667e+02,-6.585237769723140122e-01,1.816752744445184931e+02,-6.569139099402432347e-01
1.075999999999999979e+01,-1.645173316876393232e-01,9.144136830972669827e+01,-2.894929673347337168e-03,1.816954364128258987e+02,-6.585237721996352045e-01,1.816752744357621054e+02,-6.569139244107652376e-01
1.077999999999999936e+01,-1.645173316906565764e-01,9.144136831255467257e+01,-2.894929533655784572e-03,1.816954364150158767e+02,-6.585237687491384273e-01,1.816752744298973425e+02,-6.569139317203973594e-01
1.080000000000000071e+01,-1.645173316916301032e-01,9.144136831273571886e+01,-2.894929952747934444e-03,1.816954364190628439e+02,-6.585237697601143969e-01,1.816752744333447254e+02,-6.569139235975719471e-01
1.082000000000000028e+01,-1.645173316923424223e-01,9.144136831182777314e+01,-2.894930191324521750e-03,1.816954364215234250e+02,-6.585237718022447506e-01,1.816752744389122256e+02,-6.569139163363941769e-01
1.083999999999999986e+01,-1.645173316921929585e-01,9.144136830977107877e+01,-2.894930361564506185e-03,1.816954364224035885e+02,-6.585237745122575204e-01,1.816752744444758889e+02,-6.569139101714471796e-01
1.085999999999999943e+01,-1.645173316920329754e-01,9.144136830863811838e+01,-2.894930370618750519e-03,1.816954364211604229e+02,-6.585237761761592035e-01,1.816752744471200174e+02,-6.569139079436805417e-01
1.088000000000000078e+01,-1.645173316922177997e-01,9.144136830899275026e+01,-2.894930238306880291e-03,1.816954364192667697e+02,-6.585237759941103830e-01,1.816752744460719668e+02,-6.569139102531214025e-01
1.090000000000000036e+01,-1.645173316919733564e-01,9.144136830808861305e+01,-2.894930260693214397e-03,1.816954364188063664e+02,-6.585237765977490776e-01,1.816752744466886043e+02,-6.569139095051954591e-01
1.091999999999999993e+01,-1.645173316914518846e-01,9.144136830669731353e+01,-2.894930363606422301e-03,1.816954364186601083e+02,-6.585237776726670100e-01,1.816752744481832735e+02,-6.569139070977496608e-01
1.093999999999999950e+01,-1.645173316910572003e-01,9.144136830621407341e+01,-2.894930368331136410e-03,1.816954364180203925e+02,-6.585237779801605962e-01,1.816752744488782128e+02,-6.569139063500768483e-01
1.096000000000000085e+01,-1.645173316905273742e-01,9.144136830466814558e+01,-2.894930391600074402e-03,1.816954364180271000e+02,-6.585237788487123822e-01,1.816752744502889811e+02,-6.569139052837666970e-01
1.098000000000000043e+01,-1.645173316900579441e-01,9.144136830312091035e+01,-2.894930398559923332e-03,1.816954364178569392e+02,-6.585237796554281875e-01,1.816752744514066933e+02,-6.569139047857170954e-01
1.100000000000000000e+01,-1.645173316897179661e-01,9.144136830323215293e+01,-2.894930341536553365e-03,1.816954364173089402e+02,-6.585237791924963835e-01,1.816752744506891304e+02,-6.569139060239003181e-01
1.101999999999999957e+01,-1.645173316891417326e-01,9.144136830396743676e+01,-2.894930333465895941e-03,1.816954364169429823e+02,-6.585237784137374373e-01,1.816752744499282528e+02,-6.569139062407615137e-01
1.104000000000000092e+01,-1.645173316887235393e-01,9.144136830280125139e+01,-2.894930375737853143e-03,1.816954364175244052e+02,-6.585237790717943795e-01,1.816752744508483204e+02,-6.569139053458732391e-01
1.106000000000000050e+01,-1.645173316880103043e-01,9.144136830145789929e+01,-2.894930469938726374e-03,1.816954364179563868e+02,-6.585237800165767430e-01,1.816752744526030767e+02,-6.569139029311138467e-01
1.108000000000000007e+01,-1.645173316877510117e-01,9.144136830046888065e+01,-2.894930438103759419e-03,1.816954364179924539e+02,-6.585237802183840916e-01,1.816752744530439543e+02,-6.569139033435166253e-01
1.109999999999999964e+01,-1.645173316873324298e-01,9.144136830147979822e+01,-2.894930387088457627e-03,1.816954364170280769e+02,-6.585237791573717026e-01,1.816752744520188116e+02,-6.569139041929725753e-01
1.112000000000000099e+01,-1.645173316872323710e-01,9.144136830217659906e+01,-2.894930306183892896e-03,1.816954364168631457e+02,-6.585237779329656815e-01,1.816752744504274801e+02,-6.569139061945623581e-01
1.114000000000000057e+01,-1.645173316872296787e-01,9.144136830245967928e+01,-2.894930296539656098e-03,1.816954364168165057e+02,-6.585237777469721276e-01,1.816752744495609022e+02,-6.569139068935796466e-01
1.116000000000000014e+01,-1.645173316867878655e-01,9.144136830253798109e+01,-2.894930379588709843e-03,1.816954364169618543e+02,-6.585237781225328213e-01,1.816752744497404706e+02,-6.569139053055443878e-01
1.117999999999999972e+01,-1.645173316871867963e-01,9.144136830348342926e+01,-2.894930261063749163e-03,1.816954364162914715e+02,-6.585237773979284448e-01,1.816752744481639752e+02,-6.569139078540682242e-01
1.120000000000000107e+01,-1.645173316865074231e-01,9.144136830202150179e+01,-2.894930426892304478e-03,1.816954364172726457e+02,-6.585237788867894793e-01,1.816752744502477697e+02,-6.569139042206171286e-01
1.122000000000000064e+01,-1.645173316864641522e-01,9.144136830096299207e+01,-2.894930427015550943e-03,1.816954364174319494e+02,-6.585237797315026675e-01,1.816752744510377511e+02,-6.569139040539101471e-01
1.124000000000000021e+01,-1.645173316860888968e-01,9.144136830179962772e+01,-2.894930409781715491e-03,1.816954364165215736e+02,-6.585237792331930518e-01,1.816752744506279100e+02,-6.569139040498751525e-01
1.125999999999999979e+01,-1.645173316863758062e-01,9.144136830170504027e+01,-2.894930273576846493e-03,1.816954364165724201e+02,-6.585237787213802374e-01,1.816752744497168237e+02,-6.569139069294953615e-01
1.127999999999999936e+01,-1.645173316872815261e-01,9.144136830164211460e+01,-2.894930177856462616e-03,1.816954364172443377e+02,-6.585237779645203293e-01,1.816752744473795076e+02,-6.569139110047007568e-01
1.130000000000000071e+01,-1.645173316870342795e-01,9.144136830194669585e+01,-2.894930335771797938e-03,1.816954364183831387e+02,-6.585237780349327830e-01,1.816752744484276434e+02,-6.569139080094057448e-01
1.132000000000000028e+01,-1.645173316870483793e-01,9.144136830112030623e+01,-2.894930386418951077e-03,1.816954364195020730e+02,-6.585237787960842581e-01,1.816752744506118802e+02,-6.569139060670012853e-01
1.133999999999999986e+01,-1.645173316867051816e-01,9.144136830125343351e+01,-2.894930441185717285e-03,1.816954364192692708e+02,-6.585237790437126204e-01,1.816752744516755627e+02,-6.569139042331278988e-01
1.135999999999999943e+01,-1.645173316855393919e-01,9.144136830277722083e+01,-2.894930496104355065e-03,1.816954364177041441e+02,-6.585237784372671710e-01,1.816752744523658123e+02,-6.569139012975733216e-01
1.138000000000000078e+01,-1.645173316849608824e-01,9.144136830451168407e+01,-2.894930393912337630e-03,1.816954364154496773e+02,-6.585237771524338202e-01,1.816752744503451424e+02,-6.569139029071295877e-01
1.140000000000000036e+01,-1.645173316846678946e-01,9.144136830444486463e+01,-2.894930342466865616e-03,1.816954364142519580e+02,-6.585237772081670160e-01,1.816752744486312281e+02,-6.569139045589783565e-01
1.141999999999999993e+01,-1.645173316848561607e-01,9.144136830503023816e+01,-2.894930277659088416e-03,1.816954364129746295e+02,-6.585237769895224691e-01,1.816752744459679434e+02,-6.569139071467173796e-01
1.143999999999999950e+01,-1.645173316849554424e-01,9.144136830535089189e+01,-2.894930273447238796e-03,1.816954364127946349e+02,-6.585237769947370756e-01,1.816752744447584860e+02,-6.569139079364676448e-01
1.146000000000000085e+01,-1.645173316856499146e-01,9.144136830476324462e+01,-2.894930200355706838e-03,1.816954364135696665e+02,-6.585237771934426831e-01,1.816752744441301388e+02,-6.569139101394484426e-01
1.148000000000000043e+01,-1.645173316859383228e-01,9.144136830464492505e+01,-2.894930255800726507e-03,1.816954364144830549e+02,-6.585237774676608868e-01,1.816752744442702863e+02,-6.569139097451701659e-01
1.150000000000000000e+01,-1.645173316872383384e-01,9.144136830448130127e+01,-2.894930103755104754e-03,1.816954364159747968e+02,-6.585237768462863794e-01,1.816752744435183047e+02,-6.569139135079344882e-01
1.151999999999999957e+01,-1.645173316884690484e-01,9.144136830448103126e+01,-2.894930115378441596e-03,1.816954364178286028e+02,-6.585237764824592999e-01,1.816752744430669964e+02,-6.569139147027946990e-01
1.154000000000000092e+01,-1.645173316889932125e-01,9.144136830470910127e+01,-2.894930216190098361e-03,1.816954364197904965e+02,-6.585237764797253757e-01,1.816752744447183261e+02,-6.569139124614487013e-01
1.156000000000000050e+01,-1.645173316898177751e-01,9.144136830524891479e+01,-2.894930167048142666e-03,1.816954364207730919e+02,-6.585237760594677692e-01,1.816752744457046731e+02,-6.569139126416587704e-01
1.158000000000000007e+01,-1.645173316893139281e-01,9.144136830466868560e+01,-2.894930407071882698e-03,1.816954364217513955e+02,-6.585237772780277998e-01,1.816752744483378024e+02,-6.569139073025614950e-01
1.159999999999999964e+01,-1.645173316873722036e-01,9.144136830289890838e+01,-2.894930782767748609e-03,1.816954364214938948e+02,-6.585237809224666616e-01,1.816752744555724917e+02,-6.569138954040167899e-01
1.162000000000000099e+01,-1.645173316864202984e-01,9.144136830218434397e+01,-2.894930633225223544e-03,1.816954364187589022e+02,-6.585237819968919881e-01,1.816752744568539129e+02,-6.569138956157121179e-01
1.164000000000000057e+01,-1.645173316856017032e-01,9.144136830119242632e+01,-2.894930544784334817e-03,1.816954364165924289e+02,-6.585237822988101453e-01,1.816752744558005190e+02,-6.569138973766021072e-01
1.166000000000000014e+01,-1.645173316854209866e-01,9.144136830045583508e+01,-2.894930424183267056e-03,1.816954364153028791e+02,-6.585237816875075811e-01,1.816752744534909709e+02,-6.569139010454625449e-01
1.167999999999999972e+01,-1.645173316834777633e-01,9.144136829991570892e+01,-2.894930689979041336e-03,1.816954364147951253e+02,-6.585237825353189578e-01,1.816752744550891521e+02,-6.569138954592191881e-01
1.170000000000000107e+01,-1.645173316813307030e-01,9.144136829931164812e+01,-2.894930780957217717e-03,1.816954364136583422e+02,-6.585237833911066208e-01,1.816752744576976966e+02,-6.569138914129558637e-01
1.172000000000000064e+01,-1.645173316805875474e-01,9.144136829971895963e+01,-2.894930544737421823e-03,1.816954364116026852e+02,-6.585237823976513027e-01,1.816752744549828265e+02,-6.569138964924864377e-01
1.174000000000000021e+01,-1.645173316804493524e-01,9.144136830021571427e+01,-2.894930363602446748e-03,1.816954364103963258e+02,-6.585237810136611580e-01,1.816752744515875975e+02,-6.569139015600994336e-01
1.175999999999999979e+01,-1.645173316797106100e-01,9.144136829980287473e+01,-2.894930444794056174e-03,1.816954364111526843e+02,-6.585237807795497611e-01,1.816752744506697468e+02,-6.569139013154167150e-01
1.177999999999999936e+01,-1.645173316796114116e-01,9.144136829894435436e+01,-2.894930444673990324e-03,1.816954364122194931e+02,-6.585237809352204597e-01,1.816752744506364934e+02,-6.569139020750035529e-01
1.180000000000000071e+01,-1.645173316790799756e-01,9.144136829997340499e+01,-2.894930494324039587e-03,1.816954364121767185e+02,-6.585237802277585928e-01,1.816752744502807673e+02,-6.569139012762361673e-01
1.182000000000000028e+01,-1.645173316789173834e-01,9.144136830130655369e+01,-2.894930387427982043e-03,1.816954364122075276e+02,-6.585237787572161272e-01,1.816752744490302973e+02,-6.569139033482523926e-01
1.183999999999999986e+01,-1.645173316773550776e-01,9.144136830264389459e+01,-2.894930568403134008e-03,1.816954364115593989e+02,-6.585237787878582827e-01,1.816752744500821279e+02,-6.569138988070586382e-01
1.185999999999999943e+01,-1.645173316764078630e-01,9.144136830320094589e+01,-2.894930506464216905e-03,1.816954364104672095e+02,-6.585237788479907373e-01,1.816752744500664676e+02,-6.569138990902938513e-01
1.188000000000000078e+01,-1.645173316770860150e-01,9.144136830395220272e+01,-2.894930223866367270e-03,1.816954364090200613e+02,-6.585237779567348904e-01,1.816752744459905102e+02,-6.569139063234905596e-01
1.190000000000000036e+01,-1.645173316773486105e-01,9.144136830543128269e+01,-2.894930175349390376e-03,1.816954364088401803e+02,-6.585237766995911679e-01,1.816752744421848718e+02,-6.569139098687344358e-01
1.191999999999999993e+01,-1.645173316769001914e-01,9.144136830575504860e+01,-2.894930355669348126e-03,1.816954364098970700e+02,-6.585237773278039830e-01,1.816752744433804310e+02,-6.569139063258671030e-01
1.193999999999999950e+01,-1.645173316770511818e-01,9.144136830618903389e+01,-2.894930326208665534e-03,1.816954364102903980e+02,-6.585237775752518230e-01,1.816752744435483180e+02,-6.569139067278337851e-01
1.196000000000000085e+01,-1.645173316772971517e-01,9.144136830553601669e+01,-2.894930316538983812e-03,1.816954364113712757e+02,-6.585237781505277610e-01,1.816752744439282878e+02,-6.569139073064854673e-01
1.198000000000000043e+01,-1.645173316776898098e-01,9.144136830566611707e+01,-2.894930278488418076e-03,1.816954364120028060e+02,-6.585237779401509339e-01,1.816752744438927323e+02,-6.569139083141238844e-01
1.200000000000000000e+01,-1.645173316782917450e-01,9.144136830544226768e+01,-2.894930202483497837e-03,1.816954364132567150e+02,-6.585237775491442624e-01,1.816752744437693252e+02,-6.569139102610421777e-01
1.201999999999999957e+01,-1.645173316773972660e-01,9.144136830428699625e+01,-2.894930499201420204e-03,1.816954364151113452e+02,-6.585237789344701165e-01,1.816752744467948162e+02,-6.569139043383909193e-01
1.204000000000000092e+01,-1.645173316750669634e-01,9.144136830180516995e+01,-2.894930895893717705e-03,1.816954364159653608e+02,-6.585237829150568656e-01,1.816752744551858996e+02,-6.569138918900186974e-01
1.206000000000000050e+01,-1.645173316727945034e-01,9.144136829965219704e+01,-2.894930904307875530e-03,1.816954364145420300e+02,-6.585237852280261261e-01,1.816752744598532843e+02,-6.569138877757125794e-01
1.208000000000000007e+01,-1.645173316719651946e-01,9.144136829869957239e+01,-2.894930614603075884e-03,1.816954364123876644e+02,-6.585237844870805990e-01,1.816752744575456120e+02,-6.569138938444623044e-01
1.209999999999999964e+01,-1.645173316719560075e-01,9.144136829866143046e+01,-2.894930357897326778e-03,1.816954364113681208e+02,-6.585237824959060404e-01,1.816752744533553425e+02,-6.569139011813538431e-01
1.212000000000000099e+01,-1.645173316720101864e-01,9.144136829921183107e+01,-2.894930297273569028e-03,1.816954364119785055e+02,-6.585237804375664306e-01,1.816752744496416767e+02,-6.569139056990456194e-01
1.214000000000000057e+01,-1.645173316717067069e-01,9.144136829974880243e+01,-2.894930371770111210e-03,1.816954364135517324e+02,-6.585237796542832145e-01,1.816752744494955039e+02,-6.569139050150927250e-01
1.216000000000000014e+01,-1.645173316713933742e-01,9.144136829974802083e+01,-2.894930442258359261e-03,1.816954364149981416e+02,-6.585237797499705614e-01,1.816752744507467980e+02,-6.569139032743080975e-01
1.217999999999999972e+01,-1.645173316714010903e-01,9.144136830057888687e+01,-2.894930398703048427e-03,1.816954364150596746e+02,-6.585237792815050728e-01,1.816752744505340331e+02,-6.569139038710841705e-01
1.220000000000000107e+01,-1.645173316718640533e-01,9.144136830171615316e+01,-2.894930273701683265e-03,1.816954364149756884e+02,-6.585237783322885896e-01,1.816752744484789446e+02,-6.569139071395495577e-01
1.222000000000000064e+01,-1.645173316714960143e-01,9.144136830114915426e+01,-2.894930418789045962e-03,1.816954364159723525e+02,-6.585237792768178222e-01,1.816752744497527488e+02,-6.569139043457807858e-01
1.224000000000000021e+01,-1.645173316718241407e-01,9.144136830076641331e+01,-2.894930390621258849e-03,1.816954364163522371e+02,-6.585237796697257506e-01,1.816752744500829237e+02,-6.569139048846552864e-01
1.225999999999999979e+01,-1.645173316703548161e-01,9.144136830036002550e+01,-2.894930680870727840e-03,1.816954364165054017e+02,-6.585237812938605773e-01,1.816752744534423698e+02,-6.569138976346144965e-01
1.228000000000000114e+01,-1.645173316684872267e-01,9.144136829969158953e+01,-2.894930789169409928e-03,1.816954364154927646e+02,-6.585237828962142714e-01,1.816752744572321205e+02,-6.569138922813099191e-01
1.230000000000000071e+01,-1.645173316679975350e-01,9.144136830011402139e+01,-2.894930542297141206e-03,1.816954364132314481e+02,-6.585237822155574072e-01,1.816752744549931151e+02,-6.569138970212231587e-01
1.232000000000000028e+01,-1.645173316679775233e-01,9.144136830049502862e+01,-2.894930367714108714e-03,1.816954364118036835e+02,-6.585237810864397190e-01,1.816752744519465921e+02,-6.569139016671319276e-01
1.233999999999999986e+01,-1.645173316679811037e-01,9.144136830259350290e+01,-2.894930286927224587e-03,1.816954364110092115e+02,-6.585237787219456740e-01,1.816752744478158093e+02,-6.569139052555912350e-01
1.235999999999999943e+01,-1.645173316684021003e-01,9.144136830357102497e+01,-2.894930228022556985e-03,1.816954364117981413e+02,-6.585237773986535315e-01,1.816752744456207154e+02,-6.569139077556227502e-01
1.238000000000000078e+01,-1.645173316688355036e-01,9.144136830390546322e+01,-2.894930261914547762e-03,1.816954364127809072e+02,-6.585237772972103443e-01,1.816752744448091619e+02,-6.569139082583872469e-01
1.240000000000000036e+01,-1.645173316677755460e-01,9.144136830484301015e+01,-2.894930516428894859e-03,1.816954364128370401e+02,-6.585237780546635555e-01,1.816752744468923595e+02,-6.569139021102010645e-01
1.241999999999999993e+01,-1.645173316668427088e-01,9.144136830528590565e+01,-2.894930524136969056e-03,1.816954364120932155e+02,-6.585237786061876042e-01,1.816752744485461051e+02,-6.569138999337787999e-01
1.243999999999999950e+01,-1.645173316665325125e-01,9.144136830444067243e+01,-2.894930475600113965e-03,1.816954364114115492e+02,-6.585237793755791547e-01,1.816752744482758146e+02,-6.569139010010639490e-01
1.246000000000000085e+01,-1.645173316670223429e-01,9.144136830474701583e+01,-2.894930301854363106e-03,1.816954364104049375e+02,-6.585237786908177959e-01,1.816752744458051723e+02,-6.569139054922595866e-01
1.248000000000000043e+01,-1.645173316664248209e-01,9.144136830287347095e+01,-2.894930448446923245e-03,1.816954364116698457e+02,-6.585237800621652760e-01,1.816752744475416819e+02,-6.569139029167746502e-01
1.250000000000000000e+01,-1.645173316664408358e-01,9.144136830157975737e+01,-2.894930441991192763e-03,1.816954364125613779e+02,-6.585237806456880616e-01,1.816752744484108462e+02,-6.569139032889005358e-01
1.251999999999999957e+01,-1.645173316655609563e-01,9.144136830270960559e+01,-2.894930516202280125e-03,1.816954364121224046e+02,-6.585237799590013541e-01,1.816752744488567544e+02,-6.569139012998423954e-01
1.254000000000000092e+01,-1.645173316652529527e-01,9.144136830413299322e+01,-2.894930381532823550e-03,1.816954364115865985e+02,-6.585237782918661464e-01,1.816752744477520594e+02,-6.569139035108861879e-01
1.256000000000000050e+01,-1.645173316661570073e-01,9.144136830516160330e+01,-2.894930105937760286e-03,1.816954364113289841e+02,-6.585237764164635355e-01,1.816752744443418237e+02,-6.569139102579335532e-01
1.258000000000000007e+01,-1.645173316685318299e-01,9.144136830719800457e+01,-2.894929780082776665e-03,1.816954364119659715e+02,-6.585237730095603315e-01,1.816752744372951156e+02,-6.569139213604725525e-01
1.259999999999999964e+01,-1.645173316694849841e-01,9.144136830764794865e+01,-2.894930010228508564e-03,1.816954364148467107e+02,-6.585237728531229129e-01,1.816752744372918755e+02,-6.569139189234844967e-01
1.262000000000000099e+01,-1.645173316704730271e-01,9.144136830862298382e+01,-2.894930102703931283e-03,1.816954364167268920e+02,-6.585237729674481288e-01,1.816752744385717335e+02,-6.569139168681112917e-01
1.264000000000000057e+01,-1.645173316706415034e-01,9.144136831010621336e+01,-2.894930217372469403e-03,1.816954364171348573e+02,-6.585237734822412259e-01,1.816752744405694671e+02,-6.569139129269131461e-01
1.266000000000000014e+01,-1.645173316708797573e-01,9.144136830965339868e+01,-2.894930268123785313e-03,1.816954364174116279e+02,-6.585237747091590155e-01,1.816752744427203652e+02,-6.569139105324743877e-01
1.267999999999999972e+01,-1.645173316707472799e-01,9.144136830839522645e+01,-2.894930356077254473e-03,1.816954364172689225e+02,-6.585237763564871782e-01,1.816752744450708121e+02,-6.569139076589118886e-01
1.270000000000000107e+01,-1.645173316697598198e-01,9.144136830561868123e+01,-2.894930542146859943e-03,1.816954364172767669e+02,-6.585237793667875206e-01,1.816752744496911305e+02,-6.569139019062114615e-01
1.272000000000000064e+01,-1.645173316695120180e-01,9.144136830369708946e+01,-2.894930479533664933e-03,1.816954364165888762e+02,-6.585237804268666562e-01,1.816752744510088462e+02,-6.569139022976483444e-01
1.274000000000000021e+01,-1.645173316700246358e-01,9.144136830302899455e+01,-2.894930247533669763e-03,1.816954364160633304e+02,-6.585237795017073736e-01,1.816752744492173690e+02,-6.569139076208276862e-01
1.275999999999999979e+01,-1.645173316701385446e-01,9.144136830283164841e+01,-2.894930240368675037e-03,1.816954364166542746e+02,-6.585237785539342914e-01,1.816752744479470607e+02,-6.569139092789839651e-01
1.278000000000000114e+01,-1.645173316700197230e-01,9.144136830171881059e+01,-2.894930341480893895e-03,1.816954364184981330e+02,-6.585237786125228698e-01,1.816752744495614138e+02,-6.569139072846973404e-01
1.280000000000000071e+01,-1.645173316697043919e-01,9.144136830219669321e+01,-2.894930414655915493e-03,1.816954364187830038e+02,-6.585237784227024882e-01,1.816752744505497219e+02,-6.569139052473755847e-01
